screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason
PUBMED_0106,30339045,Evaluation of the Suitability of Biocompatible Carriers as Artificial Transplants Using Cultured Porcine Corneal Endothelial Cells.,"Purpose/Aim: Evaluating the suitability of bioengineered collagen sheets and human anterior lens capsules (HALCs) as carriers for cultivated porcine corneal endothelial cells (pCECs) and in vitro assessment of the cell-carrier sheets as tissue-engineered grafts for Descemet membrane endothelial keratoplasty (DMEK). MATERIALS AND METHODS: pCECs were isolated, cultured up to P2 and seeded onto LinkCell™ bioengineered matrices of 20 µm (LK20) or 100 µm (LK100) thickness, and on HALC. During expansion, pCEC viability and morphology were assessed by light microscopy. ZO-1 and Na(+)/K(+)-ATPase expression was investigated by immunohistochemistry. Biomechanical properties of pCEC-carrier constructs were evaluated by simulating DMEK surgery in vitro using an artificial anterior chamber (AC) and a human donor cornea without Descemet membrane (DM). RESULTS: During in vitro expansion, cultured pCECs retained their proliferative capacity, as shown by the positive staining for proliferative marker Ki67, and a high cell viability rate (96 ± 5%). pCECs seeded on all carriers formed a monolayer of hexagonal, tightly packed cells that expressed ZO-1 and Na(+)/K(+)-ATPase. During in vitro surgery, pCEC-LK20 and pCEC-LK100 constructs were handled like Descemet stripping endothelial keratoplasty (DSEK) grafts, i.e. folded like a ""taco"" for insertion because of challenges related to rolling and sticking of the grafts in the injector. pCEC-HALC constructs behaved similar to the DMEK reference model during implantation and unfolding in the artificial AC, showing good adhesion to the bare stroma. CONCLUSIONS: In vitro DMEK surgery showed HALC as the most suitable carrier for cultivated pCECs with good intraoperative graft handling. LK20 carrier showed good biocompatibility, but required a DSEK-adapted surgical protocol. Both carriers might be notional candidates for potential future clinical applications.",2019,Current eye research,10.1080/02713683.2018.1536215,C4_endothelium;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0144,30918800,Construction of a full-thickness human corneal substitute from anterior acellular porcine corneal matrix and human corneal cells.,"AIM: To construct functional human full-thickness corneal replacements. METHODS: Acellular porcine corneal matrix (APCM) was developed from porcine cornea by decellulariztion. The biomechanical properties of anterior-APCM (AAPCM) and posterior-APCM (PAPCM) were checked using uniaxial tensile testing. Human corneal cells were obtained by cell culture. Suspending ring was designed by deformation of an acupuncture needle. MTT cytotoxicity assay was used to check the cytotoxicity of suspending ring soaking solutions. A new three-dimensional organ culture system was established by combination of suspending ring, 48-well plate and medium together. A human full-thickness corneal substitute was constructed from human corneal cells with AAPCM in an organ coculture system. Biochemical marker expression of the construct was measured by immunofluorescent staining and morphological structures were observed using scanning electron microscopy. Pump function and biophysical properties were examined by penetrating keratoplasty and follow-up clinical observations. RESULTS: There were no cells in the AAPCM or PAPCM, whereas collagen fibers, Bowman's membrane, and Descemet's membrane were retained. The biomechanical property of AAPCM was better than PAPCM. Human corneal cells grew better on the AAPCM than on the PAPCM. There was no cytotoxicity for the suspending ring soaking solutions. For the constructed full-depth human corneal replacements keratocytes scattered uniformly throughout the AAPCM and expressed vimentin. The epithelial layer was located on the surface of Bowman's membrane and composed of three or four layers of epithelial cells expressing cytokeratin 3. One layer of endothelial cells covered the stromal surface of AAPCM, expressed Na(+)/K(+)ATPase and formed the endothelial layer. The construct was similar to normal human corneas, with many microvilli on the epithelial cell surface, stromal cells with a long shuttle shape, and zonula occludens on the interface of endothelial cells. The construct withstood surgical procedures during penetrating keratoplasty. The corneal transparency increased gradually and was almost completely restored 7d after surgery. CONCLUSION: AAPCM is an ideal scaffold for constructing full-thickness corneal replacement, and functional human full-thickness corneal replacements are successfully constructed using AAPCM and human corneal cells.",2019,International journal of ophthalmology,10.18240/ijo.2019.03.01,A3_epithelium_limbus;B3_stroma;C4_endothelium;D3_full_thickness_multilayer,4,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0145,30938102,TGF-β1-activated type 2 dendritic cells promote wound healing and induce fibroblasts to express tenascin c following corneal full-thickness hydrogel transplantation.,"We showed previously that 1-ethyl-3-(3-dimethylamino-propyl)-carbodiimide hydrochloride (EDC) cross-linked recombinant human collagen III hydrogels promoted stable regeneration of the human cornea (continued nerve and stromal cell repopulation) for over 4 years. However, as EDC cross linking kinetics were difficult to control, we additionally tested a sterically bulky carbodiimide. Here, we compared the effects of two carbodiimide cross linkers-bulky, aromatic N-cyclohexyl-N0-(2-morpholinoethyl)-carbodiimide (CMC), and nonbulky EDC-in a mouse corneal graft model. Murine corneas undergoing full-thickness implantation with these gels became opaque due to dense retro-corneal membranes (RCM). Corneal epithelial cytokeratin 12 and alpha smooth muscle actin indicative of functional tissue regeneration and wound contraction were observed in RCM surrounding both hydrogel types. However, quantitatively different levels of infiltrating CD11c(+) dendritic cells (DC) were found, suggesting a hydrogel-specific innate immune response. More DC infiltrated the stroma surrounding EDC-N-hydroxysuccinimide (NHS) hydrogels concurrently with higher fibrosis-associated tenascin c expression. The opposite was true for CMC-NHS gels that had previously been shown to be more tolerising to DC. In vitro studies showed that DC cultured with transforming growth factor β1 (TGF-β1) induced fibroblasts to secrete more tenascin c than those cultured with lipopolysaccharide and this effect was blocked by TGF-β1 neutralisation. Furthermore, tenascin c staining was found in 40- to 50μm long membrane nanotubes formed in fibroblast/DC cocultures. We suggest that TGF-β1 alternatively activated (tolerising) DC regulate fibroblast-mediated tenascin c secretion, possibly via local production of TGF-β1 in early wound contraction, and that this is indirectly modulated by different hydrogel chemistries.",2019,Journal of tissue engineering and regenerative medicine,10.1002/term.2853,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0151,30989737,Construction of a high cell density human corneal endothelial equivalent and its transplantation in primate models.,"BACKGROUND: Recently, many patients with corneal blindness caused by endothelial dysfunction have no opportunity to receive keratoplasty therapy because of the extremely limited number of donor corneas. Corneal tissue engineering opens a new path for in vitro reconstruction of tissue-engineered HCE which will cure the corneal endotheliopathy by clinical corneal transplantation. In this study, we construct a human corneal endothelium (HCE) equivalent with non-transfected monoclonal HCE (mcHCE) cells and modified denuded amniotic membrane (mdAM), and evaluate its functions in monkey models. METHODS: Tissue-engineered HCE (TE-HCE) was constructed by culturing DiI-labeled mcHCE cells on mdAMs in 20% fetal bovine serum-containing DMEM/Ham's Nutrient Mixture F12 (1:1) medium and 5% CO(2) at 37°C on a 24-well culture plate. The constructed TE-HCE was transplanted into monkey corneas via penetrating keratoplasty with Descemet's membrane and endothelium stripped. The corneal transparency, thickness, and intraocular pressure were monitored in vivo, and the corneal morphology and histological structure were examined ex vivo 181 days after surgery. RESULTS: The constructed TE-HCE, with an average density of 3602.22 ± 45.22 cells/mm(2) , mimicked its natural counterpart both in morphology and histological structure. In vivo, corneal transparency was maintained, and the corneal thickness gradually decreased to 567.33 ± 72.77 μm at day 181 after TE-HCE transplanted into monkey eyes, while intense corneal edema and turbid were found in mdAM-transplanted eyes with their corneal thicknesses maintained over 1000 μm during the monitoring period. Ex vivo, a monolayer of corneal endothelium, consisting of mcHCE cells at a density of 2795.65 ± 156.83 cells/mm(2) , was reconstructed in transplanted monkey eyes. The cells in the transplanted area had the hexagonal or polygonal morphology and normal ultrastructure, and established plenty of cell-cell and cell-stromal matrix junctions. Besides, huge membrane-bounded flat stacks with electric dense inclusions were found in mcHCE cells beneath the plasma membrane at the stromal side. CONCLUSIONS: The constructed TE-HCE has normal histological property and functions well in monkey models. The TE-HCE could be used as a promising HCE equivalent in therapy of corneal endothelium dysfunction and corneal regenerative medicine.",2019,Xenotransplantation,10.1111/xen.12514,B3_stroma;C4_endothelium;D3_full_thickness_multilayer,3,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core,,,,,
PUBMED_0152,30995622,Shear-induced alignment of collagen fibrils using 3D cell printing for corneal stroma tissue engineering.,"The microenvironments of tissues or organs are complex architectures comprised of structural proteins including collagen. Particularly, the cornea is organized in a lattice pattern of collagen fibrils which play a significant role in its transparency. This paper introduces a transparent bioengineered corneal structure for transplantation. The structure is fabricated by inducing shear stress to a corneal stroma-derived decellularized extracellular matrix bioink based on a 3D cell printing technique. The printed structure recapitulates the native macrostructure of the cornea with aligned collagen fibrils which results in the construction of a highly matured and transparent cornea stroma analog. The level of shear stress, controlled by the various size of the printing nozzle, manipulates the arrangement of the fibrillar structure. With proper parameter selection, the printed cornea exhibits high cellular alignment capability, indicating a tissue-specific structural organization of collagen fibrils. In addition, this structural regulation enhances critical cellular events in the assembly of collagen over time. Interestingly, the collagen fibrils that remodeled along with the printing path create a lattice pattern similar to the structure of native human cornea after 4 weeks in vivo. Taken together, these results establish the possibilities and versatility of fabricating aligned collagen fibrils; this represents significant advances in corneal tissue engineering.",2019,Biofabrication,10.1088/1758-5090/ab1a8b,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0175,31349505,Compressed collagen intermixed with cornea-derived decellularized extracellular matrix providing mechanical and biochemical niches for corneal stroma analogue.,"Compressed collagen is a promising scaffold for corneal stroma analogue due to its facile incorporation of keratocytes while mimicking the mechanical niche of a native cornea with dense collagen fibrillar structures. However, it does not offer the sufficient biochemical niche crucial for in vivo-like quiescent keratocyte phenotype. In this study, we engineered a scaffold for a corneal stroma analogue that mimics both the mechanical and biochemical niches of the corneal stroma by introducing cornea-derived decellularized extracellular matrix (Co-dECM) to the collagen compression process. The compressed collagen intermixed with Co-dECM (COLEM; Co-dECM content, <50 wt%) maintained a uniform structure and showed an elastic modulus and tensile strength on the order of 100 kPa, which is comparable with that of conventional compressed collagen. The COLEM with the 50 wt% Co-dECM content was found to possess 2-fold higher amount of the glycosaminoglycans as compared to the compressed collagen. The biochemical components of Co-dECM in the COLEM were verified to significantly promote the expression of quiescent keratocyte-specific genes, i.e., KERA and ALDH3A1, while improving the optical transmittance of the COLEM by reducing the diameter of collagen fibrils. The ability of the COLEM to construct multicellular in vitro corneal tissue was demonstrated by an additional corneal epithelial cell culture. The results support the hypothesis that COLEM has strong potential use in the development of corneal equivalent for in vitro models and tissue transplantation.",2019,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2019.109837,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0177,31373143,Successful development and clinical translation of a novel anterior lamellar artificial cornea.,"Blindness due to corneal diseases is a common pathology affecting up to 23 million individuals worldwide. The tissue-engineered anterior human cornea, which is currently being tested in a Phase I/II clinical trial to treat severe corneal trophic ulcers with preliminary good feasibility and safety results. This bioartificial cornea is based on a nanostructured fibrin-agarose biomaterial containing human allogeneic stromal keratocytes and cornea epithelial cells, mimicking the human native anterior cornea in terms of optical, mechanical, and biological behavior. This product is manufactured as a clinical-grade tissue engineering product, fulfilling European requirements and regulations. The clinical translation process included several phases: an initial in vitro and in vivo preclinical research plan, including preclinical advice from the Spanish Medicines Agency followed by additional preclinical development, the adaptation of the biofabrication protocols to a good manufacturing practice manufacturing process, including all quality controls required, and the design of an advanced therapy clinical trial. The experimental development and successful translation of advanced therapy medicinal products for clinical application has to overcome many obstacles, especially when undertaken by academia or SMEs. We expect that our experience and research strategy may help future researchers to efficiently transfer their preclinical results into the clinical settings.",2019,Journal of tissue engineering and regenerative medicine,10.1002/term.2951,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0195,31507241,Methacrylated gelatin hydrogels as corneal stroma substitutes: in vivo study.,"Methacrylated gelatin (GelMA) hydrogels were prepared to serve as corneal stroma equivalents. They were highly transparent (ca. 95% at 700 nm), mechanically strong and withstood handling and had high human corneal keratocyte viability (98%) after 21 days of culture period. In order to test the in vivo performance of the cell free GelMA hydrogels a pilot in vivo study was carried out using eyes of two white New Zealand rabbits. Hydrogel was implanted in a mid-stromal pocket created and without suture fixation, and observed for 8 weeks under a slit lamp. No edema, ulcer formation, inflammation or infection was observed in both the control (sham) and hydrogel implanted corneas. Corneal vascularization on week 3 was treated with one dose of anti-VEGF application. Hematoxylin and Eosin staining showed that the hydrogel was integrated with the host tissue with only a minimal foreign body reaction. Results demonstrated some degradation in the construct within 8 weeks as evidenced by the decrease of the diameter of the hydrogel from 4 mm to 2.6 mm. High transparency, adequate mechanical strength, biocompatibility and well integration with the host tissue, indicates that this hydrogel is a viable alternative to the current methods for the treatment of corneal blindness and deserves testing on larger number of rabbits and more extensively using microscopy, histology and immune histochemistry.",2019,Journal of biomaterials science. Polymer edition,10.1080/09205063.2019.1666236,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0196,31514545,Development and Characterization of an Acellular Porcine Small Intestine Submucosa Scaffold for Use in Corneal Epithelium Tissue Engineering.,"Purpose: To produce an acellular small intestine submucosa (SIS) that would be a suitable scaffold for corneal epithelium tissue engineering.Methods: The SIS was decellularized by immersion in 0.1% (wt/vol) sodium dodecyl sulfate (SDS). The efficacy of acellularization was confirmed by histological observation and DNA quantification. The mechanical properties were evaluated by uniaxial tensile testing. ELISA was performed to assess the growth factor contents. The cytotoxicity of SIS scaffolds and extracts to rabbit corneal epithelial cells was determined by CCK-8 assay. We also investigated the inflammatory reaction of SIS implanted subcutaneously in a rat. The biocompatibility was studied by rabbit interlamellar corneal transplantation and reseeding assay with cornea-derived cells. Immunofluorescent staining was used to detect the expression of CK3, ZO-1 and K13.Results: Histological analyses showed that complete cell removal was achieved, and the DNA quantity, which reflects the presence of cellular materials, was significantly diminished in acellular SIS. Collagen fibers were properly preserved and appeared in an orderly fashion. The tissue structure, the mechanical properties and the growth factor contents within the acellular SIS were well retained. The CCK8 assay demonstrated that the acellular SIS scaffolds and extracts had no cytotoxicity to rabbit corneal epithelial cells. There was no sign that an immune reaction occurred with acellular SIS implanted subcutaneously in a rat. In fact, in vivo implantation to rabbit interlamellar stromal pockets showed good biocompatibility. We also observed that clusters of rabbit corneal epithelial cells were growing well on the surface of the SIS in vitro and the distinctive CK3, ZO-1 for corneal epithelial cells was detected.Conclusions: The decellularized SIS retained the major structural components. The matrix is biocompatible with cornea-derived cells and might be a suitable scaffold for corneal epithelium tissue engineering.",2020,Current eye research,10.1080/02713683.2019.1663386,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0201,31539656,Characterizing the impact of 2D and 3D culture conditions on the therapeutic effects of human mesenchymal stem cell secretome on corneal wound healing in vitro and ex vivo.,"The therapeutic effects of secreted factors (secretome) produced by bone marrow-derived human mesenchymal stem cells (MSCs) were evaluated as a function of their growth in 2D culture conditions and on 3D electrospun fiber scaffolds. Electrospun fiber scaffolds composed of polycaprolactone and gelatin were fabricated to provide a 3D microenvironment for MSCs, and their mechanical properties were optimized to be similar to corneal tissue. The secretome produced by the MSCs cultured on 3D fiber matrices versus 2D culture dishes were analyzed using a Luminex immunoassay, and the secretome of MSCs cultured on the 3D versus 2D substrates showed substantial compositional differences. Concentrations of factors such as HGF and ICAM-1 were increased over 5 times in 3D cultures compared to 2D cultures. In vitro proliferation and scratch-based wound healing assays were performed to compare the effects of the secretome on corneal fibroblast cells (CFCs) when delivered synchronously from co-cultured MSCs through a trans-well co-culture system versus asynchronously after harvesting the factors separately and adding them to the media. Cell viability of CFCs was sustained for 6 days when co-cultured with MSCs seeded on the fibers but decreased with time under other conditions. Scratch assays showed 95% closure at 48 h when CFCs were co-cultured with MSCs seeded on fibers, while the control group only exhibited 50% closure at 48 h. Electrospun fibers seeded with MSCs were then applied to a rabbit corneal organ culture system, and MSCs seeded on fibers promoted faster epithelialization and less scarring. Corneas were fixed and stained for alpha smooth muscle actin (α-SMA), and then analyzed by confocal microscopy. Immunostaining showed that expression of α-SMA was lower in corneas treated with MSCs seeded on fibers, suggesting suppression of myofibroblastic transformation. MSCs cultured on electrospun fibers facilitate wound healing in CFCs and on explanted corneas through differential secretome profiles compared to MSCs cultured on 2D substrates. Future work is merited to further understand the nature and basis of these differences and their effects in animal models. STATEMENT OF SIGNIFICANCE: Previous studies have shown that the secretome of bone marrow-derived mesenchymal stem cells (MSC) is promotes corneal wound healing by facilitating improved wound closure rates and reduction of scarring and neovascularization. The present research is significant because it provides evidence for the modulation of the secretome as a function of the MSC culture environment. This leads to differential expression of therapeutic factors secreted, which can impact corneal epithelial and stromal healing after severe injury. In addition, this article shows that co-continuous delivery of the MSC secretome improves cell migration and proliferation over aliquoted delivery, and that MSCs grown on three-dimensional electrospun fiber constructs may provide a favorable microenvironment for cultured MSCs and as a carrier to deliver their secreted factors to the ocular surface.",2019,Acta biomaterialia,10.1016/j.actbio.2019.09.022,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core - cautious,,,,,
